"139","Comanche Eyes","0","large","1985","Guidry","A pink and cream bicolour with a rose eyezone and a yellow throat.","24","6","d","e","e","5.00","1","8"
"140","Concord","0","large","1985","Kennedy","This flower is a most attractive and unusual mauve purple colour, described as mulberry rose. The form is round, ruffled and recurved. Very rare.\r\n*Although registered as evergreen, we have found it to be dormant here.","30","6","t","e","m","6.00","0","0"
"141","Condilla","0","large","1977","Grooms","Impeccable double flowers of pure gold (that's the colour !) from this award winner.","20","5","d","d","e,m","4.50","1","6"
"142","Cool Jazz","0","large","1987","Kirchhoff, D.","Pristine shell pink flowers with wide ruffled petals. In hot weather sepals are a lighter cream pink.","28","6","t","e","e,m","4.00","1","8"
"143","Corinthian Pink","0","large","1996","Stamile","A very large pink flower with a narrow rose pink eye and a yellow green throat.","26","7","t","d","e,m","7.00","1","9"
"144","Country Melody","0","large","1987","Klehm","A delightful rich rose pink flower with a soft yellow halo. The form is round with neat ruffled edges on the petals.","30","6","t","d","m","4.00","1","5"
"145","Court Magician","0","large","1987","Munson, R.W.","A wide ruffled flower of lavender purple with a chalky cream eyezone and a yellow to green throat.","26","5","t","e","e,m","5.50","1","8"
"146","Crayola Violet","0","large","1990","Stamile","A rounded,violet purple flower with a green throat.","27","5","d","d","m","5.00","0","0"
"147","Dallas Star","0","large","1976","Ferris, R.","A mauve to lilac, star shaped flower with a green throat. ","28","7","d","s","m","5.00","1","8"
"148","Dan Tau","0","large","1981","Smith, W.H.","Cream suffused with green, which extends out from the throat. ","24","6","d","s","e","5.00","1","5"
"149","Dance Ballerina Dance","0","large","1976","Peck","Apricot pink with frills and ruffles. A milestone in breeding round and ruffled flowers.","24","6","t","d","m","4.00","1","9"
"150","Dance Fever","0","large","1981","Hite","An orange flower with nicely ruffled edging.","25","5","t","d","e,m","4.50","1","10"
"151","Dancing Shiva","0","large","1974","Moldovan","A medium pink flower with a green yellow throat.","22","5","t","d","e","4.00","1","5"
"152","Daring Dilemma","0","large","1992","Salter","A mauve pink flower with a plum eye and matching edge.","24","5","t","s","m","5.00","0","0"
"153","Daring Reflection","0","large","1986","Guidry","This dark, wine purple blend has a deeper shadow around the lime green throat. Flowers open early and hold up well throughout the day.","17","6","d","d","e,m","4.50","1","10"
"154","Darrell","0","large","1981","Durio","A big beautiful flower of light creamy yellow with a green throat.","26","7","t","e","e,m","5.00","1","10"
"155","David Kirchhoff","0","large","1992","Salter","Rich purple, ruffled flower edged in white with a green throat.","26","6","t","s","m,l","6.50","1","8"
"156","Delicate Design","2018","large","1980","Ferguson","A fascinating pale yellow flower with red-violet edging and matching halo. The markings can vary in intensity.","28","6","t","d","e","5.50","1","10"
"157","Delghtsome","0","large","1986","Sikes","Round and ruffled, clear pink blooms of silky smooth texture. One of our favourite pinks. ","16","5","d","d","m","5.00","1","8"
"158","Deloris Gould","0","large","1992","Gould","Rich, deep yellow with wide ruffled petals and a green throat.","25","5","t","s","e,m","5.00","1","10"
"159","Designer Gown","0","large","1982","Sikes","This pretty lavender-pink flower has a purple eyezone, a narrow purple edge and a yellow green throat. ","29","6","t","d","m","4.00","1","6"
"160","Designer Jeans","0","large","1983","Sikes","A flower of light mauve pink with a darker eyezone and a yellow throat. Very floriferous when established.","34","7","t","d","m","5.00","1","10"
"161","Do You Know Doris ","0","large","2000","Hansen, D.","A soft coral pink here, really pretty in the heat of summer. Although registered as early, it flowers in July in our garden. ","22","6","t","s","e,m","8.50","0","0"
"162","Dominic","0","large","1984","Williams","A velvety textured flower of the darkest red with a contrasting yellow throat. A strong and vigorous plant. ","30","6","t","s","m","4.50","1","10"
"163","Dorethe Louise","0","large","1976","Peck","Big, wide yellow- green blooms that always attract attention in the garden.","28","7","t","d","m","4.00","1","4"
"164","Double Action","2018","large","1992","Reinke","A soft, pale yellow double that is very popular with garden visitors.","24","6","d","d","e,m","5.50","1","8"
"165","Dragon King","0","large","1992","Kirchhoff, D.","A fine, deep,ruffled red flower with a large yellow green throat. Stunning in a clump.  ","22","6","t","e","e,m","6.50","1","10"
"166","Dream Awhile","0","large","1981","Brown, E.C.","A dreamy, soft pink self with a green throat. ","23","6","d","s","e,m","4.50","1","8"
"167","Dream Legacy","0","large","1995","Stamile","A nice cream white flower with a wine red eyezone and a matching picotee edge.","26","5","t","d","m","5.00","0","0"
"168","Driving Me Wild","0","large","1992","Stamile","A lavender pink flower with a darker eye and a green throat. A fine gold edge is apparent in hot weather.","26","6","t","e","e,m","6.00","1","8"
"169","Earnest Yearwood","0","large","1989","Joiner","Very large, pale apricot flower with a big green throat.  ","30","8","t","e","m","5.50","1","5"
"170","Earth Fire","0","large","1989","Hager","A bright copper orange flower of triangular form. Always in demand.","25","5","t","d","e,m","6.00","0","0"
"171","Ed Brown","0","large","1994","Salter","A stunning flower of pale pink with a heavy gold ruffled edge. Stout Medal winner 2006.","28","6","t","s","e,m","7.50","1","10"
"172","Edge Ahead","0","large","1993","Sellers","Pale lavender pink,lightly ruffled flower with a darker eyezone and a green yellow throat.","28","6","t","d","m","5.50","1","10"
"173","Edge of Darkness","2018","large","1997","Stamile","A striking lavender mauve flower with a bold purple eye and matching edge.","25","5","t","e","e,m","6.50","1","8"
"174","Edna Spalding","0","large","1962","Spalding","Pale, clear, pink with a yellow green throat. Remains very popular.  ","24","5","d","d","e","3.50","1","5"
"175","El Desperado","0","large","1991","Stamile","Mustard yellow with a wine purple eye and matching edge. A highly acclaimed daylily which has won many awards in both the USA and Europe.","28","5","t","d","m,l","5.00","0","0"
"176","Elaine Farrant","0","large","2006","Wyers, J.","Raised and selected on the Isle of Wight and named after a special friend, this is a peachy pink flower with a yellow green throat.The scapes are tall and well branched.","39","5","t","d","m","5.50","1","5"
"177","Electric Marmalade Magic","0","large","2001","Kinnebrew, J.","A wonderfully ruffled orange flower.The colour becomes deeper around the throat.","24","6","t","s","e,m","10.00","0","0"
"178","Elizabeth Salter","0","large","1992","Salter","The ruffling on this melon pink flower extends right into the throat. Stout Medal winner in 2000 and still very popular.","22","6","t","s","m","6.50","1","10"
"179","Eloquent Silence","0","large","1993","Salter","A pretty cream white flower with some ruffling on the petal edges, which are lightly touched with gold.","28","6","t","e","m","5.50","1","10"
"180","Emerald Dew","0","large","1980","Harris","A large, round and ruffled greenish yellow flower with a green throat and good fragrance.","28","7","t","d","e,m","5.00","1","10"
"181","Emily Jaye","0","large","1983","Harris","A near white flower with a green throat.","29","6","t","d","e,m","4.50","1","8"
"182","Emperor's Choice","0","large","1991","Benz","A beautiful lemon yellow flower which recurves and is extremely ruffled.","24","5","t","d","m,l","6.00","1","10"
"183","Emperor's Dragon","0","large","1988","Munson, R.W.","A triangular flower of silvery lavender mauve with huge, bold raisin-plum eyezone.","26","5","t","e","m","5.50","1","10"
"184","Enchanting Blessing","0","large","1983","Spalding, W.","A pale apricot peach and cream blend that could almost be carved out of wax.","19","5","d","e","m","5.00","1","6"
